"Sample","ID","Timestamp","Berlin","Paris","London","Barcelona","Madrid","Rome","Stockholm","Amsterdam","Prague","Budapest","Lisbon","Brussels","Vienna","StPetersburg","Krakow","Riga","Istanbul","Geneva","Athens","Dublin","Purpose1","Purpose2","Purpose3","Purpose4","Purpose5","Purpose_Other","With_Whom_1","With_Whom_2","With_Whom_3","With_Whom_4","With_Whom_5","Number_of_Trips","Avg_Budget","Age","Gender","Nationality","CurrentCity","Occupation","PartnershipStatus","id_unique"
5,3,"12/22/2015 11:20",1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,"",1,1,1,0,0,5,4,26,"Female","Bulgarian","Berlin","Employed","in a relationship.",116
5,4,"12/23/2015 0:41",1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,"",1,1,1,0,0,3,1,20,"Male","Russian","Berlin","Bachelor student","single",117
5,6,"12/28/2015 12:55",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,"travelling is the bes",1,1,1,1,1,5,2,25,"Female","German","Vienna","Master student","single",119
5,7,"12/28/2015 13:03",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"",0,1,0,0,1,5,3,25,"Male","German","Dingolfing","Employed","single",120
5,8,"12/28/2015 14:40",1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,"",1,1,0,1,0,1,3,63,"Male","German","Berlin","Unemployed","single",121
5,9,"12/29/2015 12:07",1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,"",0,1,1,0,0,3,2,26,"Female","German","Berlin","Master student","single",122
5,10,"12/29/2015 12:19",1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"",0,0,0,0,1,3,1,24,"Female","German","Berlin","Master student","in a relationship.",123
5,11,"12/29/2015 13:49",1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,"",0,1,1,0,0,2,2,26,"Female","German","Berlin","Master student","in a relationship.",124
5,12,"2/1/2016 14:16",1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,"",0,1,0,0,1,3,2,24,"Male","Turkish","Berlin","Master student","single",125
5,13,"2/1/2016 20:21",1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,"",1,1,0,0,0,5,3,26,"Female","German","Dingolfing","Employed","single",126
5,14,"4/1/2016 10:04",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,"",0,1,0,0,0,3,2,23,"Female","German","hannover","Master student","in a relationship.",127
5,15,"5/1/2016 12:52",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"",0,1,1,0,0,3,3,25,"Female","German","Hannover","Master student","single",128
5,16,"5/1/2016 23:52",1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"",1,1,0,0,0,5,2,22,"Female","Taiwanese","Berlin","Bachelor student","single",129
5,17,"6/1/2016 15:36",1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"",0,1,1,0,0,3,1,20,"Female","Deutsch","Gie·en","Bachelor student","single",130
5,18,"6/1/2016 19:30",1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"",0,0,1,0,0,3,1,27,"Female","Deutsch","Deutschland","Master student","in a relationship.",131
5,19,"6/1/2016 23:33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"",1,1,0,1,0,5,1,23,"Male","Georgian","Tbilisi","Employed","single",132
5,20,"8/1/2016 11:15",1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"",0,1,0,0,1,5,2,23,"Female","German","Berlin","Master student","single",133
5,21,"8/1/2016 18:39",0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"",1,1,0,0,0,3,2,22,"Male","Hungarian","Budapest","Employed","single",134
5,22,"1/13/2016 16:35",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"",1,1,1,1,1,3,1,23,"Female","Chinese","Berlin","Master student","single",135
5,23,"1/14/2016 16:55",1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,"Business",0,0,1,1,0,5,5,36,"Male","German","London","Employed","married.",136
6,1,"12/21/2015 10:17",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"",1,1,1,0,0,3,1,25,"Female","German","Hamburg","Employed","in a relationship.",137
6,2,"12/21/2015 19:16",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,"",1,0,0,0,0,4,4,44,"Female","British","French","Employed","in a relationship.",138
6,3,"12/21/2015 20:41",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"",1,1,0,1,0,1,1,25,"Female","German","Berlin","Employed","in a relationship.",139
6,5,"12/22/2015 8:58",1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,"",0,1,0,0,0,4,1,22,"Female","BG","Berlin","Bachelor student","single",141
6,6,"12/22/2015 11:23",0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,"",0,1,0,0,1,5,4,24,"Female","Bulgarian","Sofia, Bulgar","Self-Employed","in a relationship.",142
6,7,"12/22/2015 23:06",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"",1,1,1,0,0,3,2,24,"Female","German","Berlin","Master student","in a relationship.",143
6,8,"12/23/2015 14:41",1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,"",0,1,0,0,0,5,1,27,"Male","German","Berlin","Master student","single",144
6,9,"12/24/2015 18:12",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,"",1,1,1,0,0,5,5,29,"Female","Russian","Berlin","Self-Employed","married.",145
6,11,"12/25/2015 13:31",1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,"",0,1,0,0,1,5,2,23,"Female","Armenian","Yerevan","Master student","single",147
6,12,"12/28/2015 12:08",1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"",1,0,1,0,0,3,2,27,"Male","German","Berlin","Master student","in a relationship.",148
6,13,"12/28/2015 23:21",1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"",1,1,0,0,0,3,3,28,"Male","German","Berlin","Employed","single",149
6,14,"12/30/2015 20:25",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"",0,1,1,0,0,3,1,27,"Male","German","Regensburg","Master student","in a relationship.",150
6,15,"12/30/2015 23:53",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"",0,1,1,0,0,3,2,25,"Male","German","Regensburg","Master student","in a relationship.",151
6,16,"2/1/2016 13:06",1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,"",0,1,0,0,0,4,1,27,"Female","Slovakian","Berlin","Master student","single",152
6,17,"3/1/2016 11:51",1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,"",1,1,0,0,1,5,2,22,"Female","Polish","Berlin","Bachelor student","in a relationship.",153
6,18,"3/1/2016 11:54",1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"to relax",1,1,0,0,0,4,1,20,"Male","EU","Berlin","Bachelor student","single",154
6,19,"3/1/2016 12:06",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"",1,0,1,0,1,2,2,20,"Male","British","Berlin","Bachelor student","in a relationship.",155
6,20,"3/1/2016 12:16",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"",1,1,0,0,1,3,1,19,"Male","German","Berlin","Bachelor student","single",156
6,22,"4/1/2016 16:00",1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,"",1,1,0,0,1,3,1,18,"Male","Spanish","Barcelona","Bachelor student","single",158
6,23,"5/1/2016 23:52",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,1,3,2,22,"Male","Taiwanese","Berlin","Master student","single",159
6,24,"9/1/2016 13:42",0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,"",1,1,1,0,0,3,2,23,"Male","Hungarian","Budapest","Master student","in a relationship.",160
6,25,"12/1/2016 13:00",1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,"",0,1,1,0,0,3,2,25,"Female","German","Hannover","Master student","in a relationship.",161
7,1,"12/20/2015 23:57",0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"",0,1,0,0,1,5,2,21,"Female","English","Guadeloupe (F","Bachelor student","in a relationship.",162
7,2,"12/21/2015 10:34",1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,"",1,1,1,0,0,5,1,26,"Female","German","Paderborn","Master student","single",163
7,3,"12/22/2015 13:29",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,"",0,1,0,0,0,5,3,24,"Female","Bulgarian","Germany","Master student","single",164
7,4,"12/22/2015 16:46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"visit exhibition",1,0,1,0,1,3,2,34,"Male","German","Berlin","PhD student","in a relationship.",165
7,5,"12/22/2015 19:56",1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,"",0,1,1,0,0,5,2,25,"Male","German","Berlin","Master student","in a relationship.",166
7,6,"12/22/2015 20:45",1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,"",1,1,1,0,0,5,2,25,"Female","Bulgarian","Frankfurt","Employed","in a relationship.",167
7,7,"12/22/2015 22:42",1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,"",1,1,1,0,0,4,2,24,"Male","Bulgarian","Berlin","Master student","in a relationship.",168
7,8,"12/23/2015 8:11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,1,3,22,"Female","Bulgarian","Sofia","Master student","single",169
7,9,"12/24/2015 13:02",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"",0,1,1,0,0,5,2,24,"Female","Russian","Moscow","Master student","single",170
7,10,"12/24/2015 16:54",1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,"",1,1,1,0,0,3,4,52,"Female","German","Bad Homburg","Self-Employed","married.",171
7,11,"12/24/2015 20:05",1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,"",1,1,1,0,0,5,4,27,"Male","Armenian","Berlin","Employed","married.",172
7,12,"12/25/2015 21:14",1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,"",1,1,0,0,1,5,2,23,"Female","Russian","Moscow","Master student","single",173
7,13,"12/27/2015 16:05",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"",0,0,1,0,0,5,1,23,"Female","German","Berlin","Master student","in a relationship.",174
7,14,"12/28/2015 11:45",1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"",1,1,1,1,0,3,1,27,"Male","German","Germany","Master student","in a relationship.",175
7,15,"12/28/2015 13:39",1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"",0,1,1,0,0,2,1,24,"Male","German","Regensburg","Bachelor student","in a relationship.",176
7,16,"12/28/2015 15:17",1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"",1,1,1,0,0,4,5,23,"Male","German","Berlin","Master student","in a relationship.",177
7,17,"12/28/2015 18:44",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"",1,1,0,0,0,3,2,22,"Male","German","Munich","Bachelor student","single",178
7,18,"2/1/2016 12:14",1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"",0,1,1,1,0,4,1,25,"Male","German","Berlin","Master student","single",179
7,19,"3/1/2016 21:57",1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,"",0,0,1,0,0,2,2,20,"Female","Bulgarian","Berlin","Bachelor student","in a relationship.",180
7,20,"6/1/2016 1:10",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"",0,1,0,0,1,3,2,25,"Male","Taiwanese","BERLIN","Master student","single",181
7,21,"9/1/2016 12:51",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"",0,1,1,0,1,5,3,25,"Male","American","Berlin","Master student","in a relationship.",182
7,22,"9/1/2016 12:52",1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,"",0,1,1,0,0,3,2,25,"Female","Bulgarian","Berlin","Master student","in a relationship.",183
7,23,"10/1/2016 12:08",1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,"",0,1,0,0,1,4,2,23,"Female","Russian","Jînkîping","Master student","single",184
7,24,"10/1/2016 14:11",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",0,1,0,0,1,2,1,22,"Female","Russian","Berlin","Master student","in a relationship.",185
7,25,"11/1/2016 8:43",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",0,1,1,0,0,3,2,21,"Female","German","Gîttingen","state examinatio","in a relationship.",186
8,1,"12/21/2015 0:37",1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"",0,1,0,0,0,3,1,23,"Female","German","Berlin","Bachelor student","single",187
8,2,"12/21/2015 18:54",1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,"",0,1,1,0,0,3,2,25,"Female","German","Bielefeld","Master student","in a relationship.",188
8,3,"12/22/2015 14:03",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",0,0,1,0,0,4,2,28,"Male","German","Berlin","Employed","in a relationship.",189
8,5,"12/24/2015 13:11",1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,"visiting natural attr",0,1,1,0,0,3,2,28,"Male","Russian","Moscow","Employed","married.",191
8,6,"12/24/2015 16:33",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"",1,1,1,0,0,2,1,24,"Female","German","Berlin","Master student","in a relationship.",192
8,7,"12/25/2015 15:40",1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,"",0,1,1,0,1,4,2,29,"Male","Russian","Stuttgart","Master student","in a relationship.",193
8,8,"12/28/2015 15:39",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,1,1,0,0,4,1,29,"Male","German","Berlin","Master student","in a relationship.",194
8,9,"12/29/2015 13:49",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,1,0,0,1,5,3,25,"Male","German","Munich","Employed","in a relationship.",195
8,10,"12/29/2015 15:41",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,"",1,1,0,0,0,2,2,22,"Female","Danish","Copenhagen","Bachelor student","in a relationship.",196
8,11,"4/1/2016 3:28",1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,"",0,1,1,0,1,3,2,23,"Female","Russian","Berlin","Master student","in a relationship.",197
8,12,"4/1/2016 13:22",1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,"",1,1,1,0,1,3,1,25,"Female","German","Greifswald","Master student","in a relationship.",198
8,13,"4/1/2016 14:17",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",0,1,0,0,0,3,1,24,"Female","German","Oxford","Master student","single",199
8,14,"5/1/2016 23:49",1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,"",0,1,0,0,0,5,1,23,"Female","Taiwanese","Berlin","Master student","single",200
8,15,"6/1/2016 0:00",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,1,4,1,21,"Male","Taiwanese","Paris","Bachelor student","single",201
8,16,"6/1/2016 16:20",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",0,1,1,0,0,2,3,23,"Female","German","Stuttgart","Employed","in a relationship.",202
8,17,"7/1/2016 13:54",1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"",1,1,0,0,0,4,5,23,"Female","Denmark","Berlin","Bachelor student","single",203
8,18,"7/1/2016 13:58",1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,"",1,1,0,0,0,4,3,21,"Female","Danish","Berlin","Bachelor student","single",204
8,19,"7/1/2016 17:10",1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,"",0,1,1,0,0,3,2,27,"Female","German","Berlin","Master student","in a relationship.",205
8,20,"7/1/2016 21:17",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,"",0,1,1,0,0,5,1,25,"Female","Bulgarian","Sofia","Bachelor student","single",206
8,21,"7/1/2016 23:39",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"",0,1,1,0,0,3,3,23,"Female","Bulgarian","Germany","Master student","in a relationship.",207
8,22,"8/1/2016 13:18",1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,"",0,1,1,0,0,3,3,23,"Male","Britishraini","Berlin","Master student","single",208
8,23,"8/1/2016 13:29",1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"",0,1,0,0,0,5,2,27,"Female","German","Stuttgart","Employed","single",209
8,24,"8/1/2016 19:37",1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,"",0,1,1,0,0,4,4,36,"Male","German","Berlin","Employed","in a relationship.",210
8,26,"8/1/2016 20:46",1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,"",1,1,0,0,1,4,2,24,"Male","Dutch","Apeldoorn","Master student","single",212
8,27,"8/1/2016 21:15",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,0,0,1,3,2,26,"Male","European","Berlin","Master student","single",213
8,28,"8/1/2016 23:55",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,"",0,1,0,0,0,3,1,21,"Male","Romaniann","Berlin","Bachelor student","single",214
8,29,"9/1/2016 1:40",1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,"",0,1,0,0,1,4,2,24,"Female","Indian","Berlin","Master student","single",215
8,30,"9/1/2016 9:37",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,"",0,1,1,0,0,3,1,24,"Male","French","Germany","Employed","single",216
8,31,"9/1/2016 11:24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,"",1,1,0,1,0,2,3,25,"Male","German","Stuttgart","Employed","single",217
8,32,"9/1/2016 11:33",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,"",0,1,0,0,1,3,2,22,"Male","German","San Francisco","Bachelor student","single",218
8,33,"1/13/2016 10:46",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,"",1,1,1,0,1,3,3,22,"Female","German","Germany","Bachelor student","in a relationship.",219
9,1,"12/20/2015 21:37",0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,"",0,1,0,0,0,3,2,22,"Male","British","Toulouse, Fre","Employed","single",220
9,2,"12/21/2015 11:59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,1,0,0,3,1,20,"Male","German","Aachen","Bachelor student","in a relationship.",221
9,3,"12/22/2015 9:01",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"",1,1,0,0,0,4,1,21,"Female","Bulgarian","Munich","Bachelor student","single",222
9,4,"12/23/2015 14:29",1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,"",0,1,0,0,0,3,1,25,"Male","German","Budapest","Master student","single",223
9,5,"12/24/2015 14:07",0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,"",0,0,1,0,1,5,2,25,"Female","Latvian","Riga","PhD student","married.",224
9,6,"12/24/2015 16:24",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"",1,0,0,0,0,2,1,23,"Female","German","DÅsseldorf","Bachelor student","in a relationship.",225
9,7,"12/25/2015 13:08",1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,"",0,1,0,0,1,3,2,24,"Female","Russian","Berlin","Employed","single",226
9,8,"12/25/2015 20:49",1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,"",1,1,0,0,1,4,1,22,"Male","German","Leuven","Master student","single",227
9,9,"12/28/2015 11:19",1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"",1,1,1,0,0,3,3,24,"Female","Austrian","Basel","Master student","in a relationship.",228
9,10,"12/28/2015 18:08",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,"",0,1,1,0,0,2,1,27,"Male","German","Deggendorf","Employed","in a relationship.",229
9,11,"2/1/2016 13:57",1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,"",1,1,0,0,0,3,2,28,"Female","German","Berlin","Master student","single",230
9,12,"2/1/2016 14:38",1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,"",1,1,0,0,0,4,2,22,"Male","Dutch","Berlin","Bachelor student","single",231
9,13,"3/1/2016 7:50",1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,"",0,1,1,0,1,4,3,27,"Male","American","Berlin","Master student","in a relationship.",232
9,14,"3/1/2016 8:30",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,"",0,1,0,0,1,5,1,27,"Male","Brazilian -","Bordeaux","Master student","single",233
9,15,"3/1/2016 8:42",1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,"",1,1,1,0,0,3,3,26,"Female","German","Berlin","Employed","single",234
9,16,"3/1/2016 9:51",1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"",0,1,1,0,0,3,4,30,"Female","Danish","Berlin","Employed","in a relationship.",235
9,17,"3/1/2016 11:24",1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"",0,1,0,0,0,3,2,25,"Female","Romanian","Berlin","Employed","in a relationship.",236
9,18,"3/1/2016 12:02",1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,"",0,1,1,0,0,3,1,26,"Male","Azerbaijani","Berlin","Master student","in a relationship.",237
9,19,"3/1/2016 17:19",1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,"",1,1,0,0,0,3,2,29,"Female","Uruguayan","Berlin","Master student","single",238
9,20,"4/1/2016 9:43",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,"",0,0,1,0,0,4,2,29,"Male","American","Berlin","Master student","in a relationship.",239
9,21,"6/1/2016 0:37",1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,"",0,1,0,0,0,5,1,24,"Male","Taiwanese","Berlin","Master student","in a relationship.",240
9,22,"1/15/2016 8:09",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,0,1,0,0,3,3,27,"Female","German","Oranienburg","Bachelor student","in a relationship.",241
10,1,"12/20/2015 21:48",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,"",0,0,0,0,1,4,2,23,"Female","British","Berlin","Employed","single",242
10,2,"12/22/2015 9:15",1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"",0,0,1,0,0,3,3,27,"Male","Bulgarian","Bulgaria","Self-Employed","in a relationship.",243
10,3,"12/22/2015 13:30",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,"",0,1,1,0,0,5,3,24,"Female","Bulgarian","Berlin","Master student","single",244
10,4,"12/22/2015 13:55",1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"",1,1,1,0,0,4,2,24,"Female","Viet","Berlin","Master student","in a relationship.",245
10,5,"12/23/2015 5:07",0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,"Study",1,1,1,0,0,4,3,19,"Female","Russian","Ekaterinburg","Bachelor student","in a relationship.",246
10,6,"12/23/2015 8:29",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"",0,1,0,0,0,2,1,20,"Female","Russian","Yekaterinburg","Bachelor student","single",247
